,name,Tullio_Data,Satus,comment,resolution,dyn_phase,EOS,M1,M2,Mb1,Mb2,Mb,Mg1,Mg2,R1,R2,C1,C2,k21,k22,lam21,lam22,Lambda,k2T,tend,fate,MADM,EGW,JADM,JGW,f0,fpeak,tmerg_r,tcoll,tend.1,Mdisk,Mdisk3D,Mej,dMej,Munb,Munb_bern,ThetaRMS,Yeej,Sej,vej,Ekej,chi2_3c,chi2_4c
13,LS220_M13641364_M0_LK_SR,,,R03,,passed,LS220,1364.0,1364.0,1.4912,1.4912,2.9824,1.34089609351,1.34089609351,8.61280868228,8.61280868228,0.155686193601,0.155686193601,0.09808863970170001,0.09808863970170001,714.948741246,714.948741246,714.9487412463478,134.05351980529338,0.022272474539847813,,2.70282,0.0614343463642,7.39835,2.01262244461,282.4745591972195,2987.96352584,0.011697149728485148,inf,0.022272474539847813,,,0.00127878,0.13153545174148806,0.0016380341276863253,0.005818682458331545,35.27155287569458,0.2519298028730509,20.22695242410736,0.1647037002946402,0.031004906131999545,37289.031068449665,31680.1246600757
14,LS220_M13641364_M0_LR,,,R01,,passed,LS220,1364.0,1364.0,1.4912,1.4912,2.9824,1.34089609351,1.34089609351,8.61280868228,8.61280868228,0.155686193601,0.155686193601,0.09808863970170001,0.09808863970170001,714.948741246,714.948741246,714.9487412463478,134.05351980529338,0.04054126292745122,,2.70282,0.05224183908630002,7.39835,1.86803398265,282.4745591972195,2987.96352584,0.013285226027062405,0.017294109151497226,0.04054126292745122,0.09292000665103446,,0.00201487,0.0,0.0037708620657195694,0.011848737323934336,31.811043241108354,0.21101899219529047,15.815885652488742,0.16705114986857714,0.05025457595591088,30769.6738163131,25118.35244466177
15,LS220_M13641364_M0_SR,,,R01,,passed,LS220,1364.0,1364.0,1.4912,1.4912,2.9824,1.34089609351,1.34089609351,8.61280868228,8.61280868228,0.155686193601,0.155686193601,0.09808863970170001,0.09808863970170001,714.948741246,714.948741246,714.9487412463478,134.05351980529338,0.05085784791423848,,2.70282,0.0502843289539,7.39835,1.8377633646,282.4745591972195,2987.96352584,0.013659586444841164,0.015682389037060256,0.05085784791423848,0.09789748078208768,,0.00169045,0.0,0.0027422717032461737,0.008309151533175341,32.5284676908735,0.2173613884206277,16.979887836079154,0.1553627578384099,0.03646913153087284,34950.33703231346,29318.827948051807
16,LS220_M14001330_M0_SR,,,R01,,passed,LS220,1.4,1.33,1.5343,1.4499,2.9842,1.37590980007,1.30718560357,8.59886009026,8.629269301599999,0.160010559714,0.151482885308,0.09483532310750001,0.100912974479,602.742319993,843.414093353,714.5993851946083,134.02193268821406,0.03695528418872837,,2.7041,0.0524482635657,7.4016699999999975,1.88012028551,282.6193901954332,3037.76291793,0.013683155735240465,0.016911941987225634,0.03695528418872837,0.08490947239639285,,0.00171275,0.0,0.003082685083115687,0.009565051381897716,30.93068281681053,0.20550442171086675,16.156207129592758,0.1611557358015764,0.039757202009091504,33567.792871340505,28308.843905600388
17,LS220_M14351298_M0_SR,,,R01,,passed,LS220,1435.0,1298.0,1.5771,1.4119,2989.0,1.41044414277,1.2759437083299998,8.58242814733,8.637031974760001,0.1643407103,0.147729730751,0.0916430445101,0.103849833026,509.655591408,983.970588358,714.2818775782486,134.05839996407732,0.038704926562347,,2.70742,0.04939387332769999,7.40455,1.80033721272,282.8215169731599,2987.96352584,0.013635756342717091,0.016628327957713053,0.038704926562347,0.11641051283201778,,0.0023976,0.0,0.0027433290500889717,0.011241251103681174,26.687012691240664,0.17330408317240156,12.590244717717715,0.19079394221638304,0.0780072954955943,28042.483576757542,23683.92601006228
18,LS220_M14691268_M0_LK_SR,,,R03,,passed,LS220,1469.0,1268.0,1.6195,1.3769,2.9964,1.4444353298700001,1.2470205847799998,8.563919049739999,8.642672727110003,0.16866535022,0.14428651246500002,0.0884964771098,0.10656716858200001,432.224328115,1136.06687419,713.8651489563788,134.12846165089059,0.022367049803286656,,2.71256,0.0444810203762,7.4058699999999975,1.61359581716,283.00454515771554,2938.16413374,0.011578595399583296,inf,0.022367049803286656,,,0.00320271,0.04610084964573246,0.00378046854554096,0.011786757348625616,31.538512351325558,0.20905496826507566,14.716662842780025,0.16937323414875216,0.08211742302738761,27994.902051525445,21535.402554447715
19,LS220_M14691268_M0_LR,,,R01,,passed,LS220,1469.0,1268.0,1.6195,1.3769,2.9964,1.4444353298700001,1.2470205847799998,8.563919049739999,8.642672727110003,0.16866535022,0.14428651246500002,0.0884964771098,0.10656716858200001,432.224328115,1136.06687419,713.8651489563788,134.12846165089059,0.042590393635292836,,2.71256,0.0467999897349,7.4058699999999975,1.7250113316799998,283.00454515771554,2987.96352584,0.013111502794487894,inf,0.042590393635292836,,,0.00366436,0.0,0.004417535640538319,0.029549427224887775,29.560522851256753,0.17762233751855847,12.991899817299617,0.16552700345615606,0.08973559992404072,27760.448384300344,21428.602545168764
20,LS220_M14691268_M0_SR,,,R01,,passed,LS220,1469.0,1268.0,1.6195,1.3769,2.9964,1.4444353298700001,1.2470205847799998,8.563919049739999,8.642672727110003,0.16866535022,0.14428651246500002,0.0884964771098,0.10656716858200001,432.224328115,1136.06687419,713.8651489563788,134.12846165089059,0.04960472567367378,,2.71256,0.0376799569153,7.4058699999999975,1.55912555334,283.00454515771554,2938.16413374,0.013505566392149749,inf,0.04960472567367378,,,0.00348255,0.0,0.0033323677759651764,0.02681874508437456,30.19428347937955,0.1728051520162338,12.131268168411081,0.17555218500074374,0.09592636456707873,27816.36485568056,21933.073177307226
21,SFHo_M13641364_M0_LK_SR,,,R03,,passed,SFHo,1364.0,1364.0,1.5031,1.5031,3.0062,1.35452801598,1.35452801598,8.06259610508,8.06259610508,0.168001605958,0.168001605958,0.082938278237,0.082938278237,413.142377296,413.142377296,413.14237729604514,77.46363315098243,0.023596528227991628,,2.70328,0.061779667455199985,7.404910000000001,1.91638341235,282.7610380947849,3734.95440729,0.012039985058450955,0.006165753153526554,0.023596528227991628,0.09781204665134678,,0.00657073,0.0033835485978694077,0.007356069183586559,0.024778103988069348,33.232936554108434,0.2261638452418117,16.00607871828549,0.18286394030450195,0.19638049518270093,166898.85125324418,126170.33942400417
22,SFHo_M13641364_M0_SR,,,R01,,passed,SFHo,1364.0,1364.0,1.5031,1.5031,3.0062,1.35452801598,1.35452801598,8.06259610508,8.06259610508,0.168001605958,0.168001605958,0.082938278237,0.082938278237,413.142377296,413.142377296,413.14237729604514,77.46363315098243,0.02168137914335504,,2.70328,0.06098187064180001,7.404910000000001,2.00918709914,282.7610380947849,3635.3556231,0.01401424368273683,0.0035767553168881924,0.02168137914335504,0.034942214901152666,,0.00309578,0.03891080887528501,0.0031782706074778714,0.006412589833323504,32.823508882932785,0.23520321437989786,17.6649345288748,0.21117746122075856,0.12339388112941616,160946.96976224115,145054.29708076094
23,SFHo_M14521283_M0_HR,,,R01,,passed,SFHo,1452.0,1283.0,1.6124,1404.0,3.0164,1.4419745752700002,1.2739463364,8.03977628285,8.08538890905,0.179355246011,0.157562068242,0.0763895869614,0.0882703779108,274.395476484,606.006538943,412.2825110530633,77.40891580303409,0.029097656051351062,,2.71006,0.0631114348319,7.3998300000000015,2.04670482765,282.7578549959232,3485.95744681,0.013939110823956451,inf,0.029097656051351062,,,0.00382913,0.0038064921725893272,0.006319262737884884,0.07627047141308882,26.625408166147018,0.15758302391973894,12.500414434349315,0.23052541174365976,0.181872418084565,183632.4234544137,162803.7202671219
24,SFHo_M14521283_M0_LK_SR,,,R03,,passed,SFHo,1452.0,1283.0,1.6124,1404.0,3.0164,1.4419745752700002,1.2739463364,8.03977628285,8.08538890905,0.179355246011,0.157562068242,0.0763895869614,0.0882703779108,274.395476484,606.006538943,412.2825110530633,77.40891580303409,0.02494422573199516,,2.71006,0.0710229791349,7.3998300000000015,2.11367749556,282.7578549959232,3485.95744681,0.011791464216699365,inf,0.02494422573199516,,,0.00404902,0.0,0.021201690950649044,0.03031412158572708,29.72779518621861,0.16269864536179002,12.653942705716439,0.2445345951170901,0.21640104251304304,193214.01843671687,172445.94074133696
25,SFHo_M14521283_M0_SR,,,R01,,passed,SFHo,1452.0,1283.0,1.6124,1404.0,3.0164,1.4419745752700002,1.2739463364,8.03977628285,8.08538890905,0.179355246011,0.157562068242,0.0763895869614,0.0882703779108,274.395476484,606.006538943,412.2825110530633,77.40891580303409,0.033006766940156626,,2.71006,0.051928342684000005,7.3998300000000015,1.86551430635,282.7578549959232,3436.15805471,0.01373025711719567,inf,0.033006766940156626,,,0.00430061,0.0,0.01297461613914442,0.031551834588996665,34.08860746664045,0.20187092503317056,15.128903599140587,0.20942029624216096,0.1685761148885061,178966.15107923874,149430.21254612686
26,SLy4_M13641364_M0_SR,,,R02,,passed,SLy4,1364.0,1364.0,1.5016,1.5016,3.0032,1.3422224473299995,1.3422224473299995,7.971128424139999,7.971128424139999,0.16838511982,0.16838511982,0.08132995378610001,0.08132995378610001,400.525631047,400.525631047,400.5256310470942,75.10035450980605,0.035914956290901086,,2.70364,,7.39963,,282.53981272388717,,,,0.035914956290901086,0.09497744197305663,,0.00444597,0.0,0.005194467385423032,0.01901752579975376,35.206186835239784,0.25403676317296564,18.225611620703692,0.21630537459643234,0.1859215436972472,227810.60249170684,190598.76145027898
27,SLy4_M14521283_M0_LR,,,R02,,passed,SLy4,1452.0,1283.0,1.6105,1.4018,3.0123,1.4285458371700002,1.26177437769,7.93328010082,7.9993285326,0.18007009048300002,0.157735189638,0.0751336659969,0.0868060982155,264.568160499,592.675451653,400.8832872936187,75.27471707311219,0.028183428504775575,,2.7095599999999997,0.0572130330958,7.3966,1.96071310101,282.6559958323444,199.19756838900003,0.01979489588521156,inf,0.028183428504775575,,,0.00523808,0.0028548691294479314,0.005689233638460565,0.08348520302494597,26.91941322927316,0.15940604409353026,11.996059713520989,0.2385481660617249,0.2664114007023561,252019.86529581225,222677.02382523307
28,SLy4_M14521283_M0_SR,,,R02,,passed,SLy4,1452.0,1283.0,1.6105,1.4018,3.0123,1.4285458371700002,1.26177437769,7.93328010082,7.9993285326,0.18007009048300002,0.157735189638,0.0751336659969,0.0868060982155,264.568160499,592.675451653,400.8832872936187,75.27471707311219,0.03404709483798391,,2.7095599999999997,0.0637137532469,7.3966,2.08615303824,282.6559958323444,3436.15805471,0.013765722840985236,0.019524769889487918,0.03404709483798391,0.7778251642721373,,0.00640477,0.0,0.016313430863439924,0.09908679049486176,30.711508313620186,0.16261498951112016,11.567986357745864,0.2469188118026096,0.3490118662426715,271101.09975701536,232926.1910285504
